# SOURCE: Instituto Nacional de Estadistica (INE), official register.
# TITLE:  Relación de municipios y códigos por comunidades autónomas y provincias a 1 de enero de 2026
# URL:    https://www.ine.es/daco/daco42/codmun/diccionario26.xlsx
# INE Last-Modified: Fri, 13 Mar 2026 06:35:44 GMT
# sha256: 07f8e8d64eba73fe9d425196fe82f4e09a9886a287abd650e88ca8d98dd49052
# GENERATED: 2026-08-04T02:15:21Z by scripts/build-ine-gazetteer.py -- DO NOT HAND-EDIT.
# LANDING PAGE: https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177031
# CONTENT: one row per municipality -- the primary official denomination.
#          Municipalities ONLY; this register contains no pedanias or
#          sub-municipal entities. `ine` is the 5-digit CPRO+CMUN code.

ine,municipio,provincia,nombre_ine
44023,Allueva,Teruel,Allueva
44018,Almohaja,Teruel,Almohaja
44019,Alobras,Teruel,Alobras
44020,Alpeñés,Teruel,Alpeñés
44024,Anadón,Teruel,Anadón
44025,Andorra,Teruel,Andorra
44026,Arcos de las Salinas,Teruel,Arcos de las Salinas
44027,Arens de Lledó,Teruel,Arens de Lledó
44028,Argente,Teruel,Argente
44029,Ariño,Teruel,Ariño
44031,Azaila,Teruel,Azaila
44032,Bádenas,Teruel,Bádenas
44033,Báguena,Teruel,Báguena
44034,Bañón,Teruel,Bañón
44035,Barrachina,Teruel,Barrachina
44036,Bea,Teruel,Bea
44037,Beceite,Teruel,Beceite
44039,Bello,Teruel,Bello
44038,Belmonte de San José,Teruel,Belmonte de San José
44040,Berge,Teruel,Berge
44041,Bezas,Teruel,Bezas
44042,Blancas,Teruel,Blancas
44043,Blesa,Teruel,Blesa
44044,Bordón,Teruel,Bordón
44045,Bronchales,Teruel,Bronchales
44046,Bueña,Teruel,Bueña
44047,Burbáguena,Teruel,Burbáguena
44048,Cabra de Mora,Teruel,Cabra de Mora
44049,Calaceite,Teruel,Calaceite
44050,Calamocha,Teruel,Calamocha
44051,Calanda,Teruel,Calanda
44052,Calomarde,Teruel,Calomarde
44053,Camañas,Teruel,Camañas
44054,Camarena de la Sierra,Teruel,Camarena de la Sierra
44055,Camarillas,Teruel,Camarillas
44056,Caminreal,Teruel,Caminreal
44059,Cantavieja,Teruel,Cantavieja
44060,Cañada de Benatanduz,Teruel,Cañada de Benatanduz
44061,La Cañada de Verich,Teruel,"Cañada de Verich, La"
44062,Cañada Vellida,Teruel,Cañada Vellida
44063,Cañizar del Olivar,Teruel,Cañizar del Olivar
44064,Cascante del Río,Teruel,Cascante del Río
44065,Castejón de Tornos,Teruel,Castejón de Tornos
44066,Castel de Cabra,Teruel,Castel de Cabra
44070,El Castellar,Teruel,"Castellar, El"
44071,Castellote,Teruel,Castellote
44067,Castelnou,Teruel,Castelnou
44068,Castelserás,Teruel,Castelserás
44074,Cedrillas,Teruel,Cedrillas
44075,Celadas,Teruel,Celadas
44076,Cella,Teruel,Cella
44077,La Cerollera,Teruel,"Cerollera, La"
44080,La Codoñera,Teruel,"Codoñera, La"
44082,Corbalán,Teruel,Corbalán
44084,Cortes de Aragón,Teruel,Cortes de Aragón
44085,Cosa,Teruel,Cosa
44086,Cretas,Teruel,Cretas
44087,Crivillén,Teruel,Crivillén
44088,La Cuba,Teruel,"Cuba, La"
44089,Cubla,Teruel,Cubla
44090,Cucalón,Teruel,Cucalón
44092,El Cuervo,Teruel,"Cuervo, El"
44093,Cuevas de Almudén,Teruel,Cuevas de Almudén
44094,Cuevas Labradas,Teruel,Cuevas Labradas
44096,Ejulve,Teruel,Ejulve
44097,Escorihuela,Teruel,Escorihuela
44099,Escucha,Teruel,Escucha
44100,Estercuel,Teruel,Estercuel
44101,Ferreruela de Huerva,Teruel,Ferreruela de Huerva
44102,Fonfría,Teruel,Fonfría
44103,Formiche Alto,Teruel,Formiche Alto
44105,Fórnoles,Teruel,Fórnoles
44106,Fortanete,Teruel,Fortanete
44107,Foz-Calanda,Teruel,Foz-Calanda
44108,La Fresneda,Teruel,"Fresneda, La"
44109,Frías de Albarracín,Teruel,Frías de Albarracín
44110,Fuenferrada,Teruel,Fuenferrada
44111,Fuentes Calientes,Teruel,Fuentes Calientes
44112,Fuentes Claras,Teruel,Fuentes Claras
44113,Fuentes de Rubielos,Teruel,Fuentes de Rubielos
44114,Fuentespalda,Teruel,Fuentespalda
44115,Galve,Teruel,Galve
44116,Gargallo,Teruel,Gargallo
44117,Gea de Albarracín,Teruel,Gea de Albarracín
44118,La Ginebrosa,Teruel,"Ginebrosa, La"
44119,Griegos,Teruel,Griegos
44120,Guadalaviar,Teruel,Guadalaviar
44121,Gúdar,Teruel,Gúdar
44122,Híjar,Teruel,Híjar
44123,Hinojosa de Jarque,Teruel,Hinojosa de Jarque
44124,La Hoz de la Vieja,Teruel,"Hoz de la Vieja, La"
44125,Huesa del Común,Teruel,Huesa del Común
44126,La Iglesuela del Cid,Teruel,"Iglesuela del Cid, La"
44127,Jabaloyas,Teruel,Jabaloyas
44128,Jarque de la Val,Teruel,Jarque de la Val
44129,Jatiel,Teruel,Jatiel
44130,Jorcas,Teruel,Jorcas
44131,Josa,Teruel,Josa
44132,Lagueruela,Teruel,Lagueruela
44133,Lanzuela,Teruel,Lanzuela
44135,Libros,Teruel,Libros
44136,Lidón,Teruel,Lidón
44137,Linares de Mora,Teruel,Linares de Mora
44141,Lledó,Teruel,Lledó
44138,Loscos,Teruel,Loscos
44142,Maicas,Teruel,Maicas
44143,Manzanera,Teruel,Manzanera
44144,Martín del Río,Teruel,Martín del Río
44145,Mas de las Matas,Teruel,Mas de las Matas
44146,La Mata de los Olmos,Teruel,"Mata de los Olmos, La"
44147,Mazaleón,Teruel,Mazaleón
44148,Mezquita de Jarque,Teruel,Mezquita de Jarque
44149,Mirambel,Teruel,Mirambel
44150,Miravete de la Sierra,Teruel,Miravete de la Sierra
44151,Molinos,Teruel,Molinos
44152,Monforte de Moyuela,Teruel,Monforte de Moyuela
44153,Monreal del Campo,Teruel,Monreal del Campo
44154,Monroyo,Teruel,Monroyo
44155,Montalbán,Teruel,Montalbán
44156,Monteagudo del Castillo,Teruel,Monteagudo del Castillo
44157,Monterde de Albarracín,Teruel,Monterde de Albarracín
44158,Mora de Rubielos,Teruel,Mora de Rubielos
44159,Moscardón,Teruel,Moscardón
44160,Mosqueruela,Teruel,Mosqueruela
44161,Muniesa,Teruel,Muniesa
44163,Noguera de Albarracín,Teruel,Noguera de Albarracín
44164,Nogueras,Teruel,Nogueras
44165,Nogueruelas,Teruel,Nogueruelas
44167,Obón,Teruel,Obón
44168,Odón,Teruel,Odón
44169,Ojos Negros,Teruel,Ojos Negros
44171,Olba,Teruel,Olba
44172,Oliete,Teruel,Oliete
44173,Los Olmos,Teruel,"Olmos, Los"
44174,Orihuela del Tremedal,Teruel,Orihuela del Tremedal
44175,Orrios,Teruel,Orrios
44176,Palomar de Arroyos,Teruel,Palomar de Arroyos
44177,Pancrudo,Teruel,Pancrudo
44178,Las Parras de Castellote,Teruel,"Parras de Castellote, Las"
44179,Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins
44180,Peracense,Teruel,Peracense
44181,Peralejos,Teruel,Peralejos
44182,Perales del Alfambra,Teruel,Perales del Alfambra
44183,Pitarque,Teruel,Pitarque
44184,Plou,Teruel,Plou
44185,El Pobo,Teruel,"Pobo, El"
44187,La Portellada,Teruel,"Portellada, La"
44189,Pozondón,Teruel,Pozondón
44190,Pozuel del Campo,Teruel,Pozuel del Campo
44191,La Puebla de Híjar,Teruel,"Puebla de Híjar, La"
44192,La Puebla de Valverde,Teruel,"Puebla de Valverde, La"
44193,Puertomingalvo,Teruel,Puertomingalvo
44194,Ráfales,Teruel,Ráfales
44195,Rillo,Teruel,Rillo
44196,Riodeva,Teruel,Riodeva
44197,Ródenas,Teruel,Ródenas
44198,Royuela,Teruel,Royuela
44199,Rubiales,Teruel,Rubiales
44200,Rubielos de la Cérida,Teruel,Rubielos de la Cérida
44201,Rubielos de Mora,Teruel,Rubielos de Mora
44203,Salcedillo,Teruel,Salcedillo
44204,Saldón,Teruel,Saldón
44205,Samper de Calanda,Teruel,Samper de Calanda
44206,San Agustín,Teruel,San Agustín
44207,San Martín del Río,Teruel,San Martín del Río
44208,Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras
44209,Santa Eulalia,Teruel,Santa Eulalia
44210,Sarrión,Teruel,Sarrión
44211,Segura de los Baños,Teruel,Segura de los Baños
44212,Seno,Teruel,Seno
44213,Singra,Teruel,Singra
44215,Terriente,Teruel,Terriente
44216,Teruel,Teruel,Teruel
44217,Toril y Masegoso,Teruel,Toril y Masegoso
44218,Tormón,Teruel,Tormón
44219,Tornos,Teruel,Tornos
44220,Torralba de los Sisones,Teruel,Torralba de los Sisones
44223,Torre de Arcas,Teruel,Torre de Arcas
44224,Torre de las Arcas,Teruel,Torre de las Arcas
44225,Torre del Compte,Teruel,Torre del Compte
44227,Torre los Negros,Teruel,Torre los Negros
44221,Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz
44222,Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar
44226,Torrelacárcel,Teruel,Torrelacárcel
44228,Torremocha de Jiloca,Teruel,Torremocha de Jiloca
44229,Torres de Albarracín,Teruel,Torres de Albarracín
44230,Torrevelilla,Teruel,Torrevelilla
44231,Torrijas,Teruel,Torrijas
44232,Torrijo del Campo,Teruel,Torrijo del Campo
44234,Tramacastiel,Teruel,Tramacastiel
44235,Tramacastilla,Teruel,Tramacastilla
44236,Tronchón,Teruel,Tronchón
44237,Urrea de Gaén,Teruel,Urrea de Gaén
44238,Utrillas,Teruel,Utrillas
44239,Valacloche,Teruel,Valacloche
44240,Valbona,Teruel,Valbona
44241,Valdealgorfa,Teruel,Valdealgorfa
44243,Valdecuenca,Teruel,Valdecuenca
44244,Valdelinares,Teruel,Valdelinares
44245,Valdeltormo,Teruel,Valdeltormo
44246,Valderrobres,Teruel,Valderrobres
44247,Valjunquera,Teruel,Valjunquera
44249,El Vallecillo,Teruel,"Vallecillo, El"
44250,Veguillas de la Sierra,Teruel,Veguillas de la Sierra
44251,Villafranca del Campo,Teruel,Villafranca del Campo
44252,Villahermosa del Campo,Teruel,Villahermosa del Campo
44256,Villanueva del Rebollar de la Sierra,Teruel,Villanueva del Rebollar de la Sierra
44257,Villar del Cobo,Teruel,Villar del Cobo
44258,Villar del Salz,Teruel,Villar del Salz
44260,Villarluengo,Teruel,Villarluengo
44261,Villarquemado,Teruel,Villarquemado
44262,Villarroya de los Pinares,Teruel,Villarroya de los Pinares
44263,Villastar,Teruel,Villastar
44264,Villel,Teruel,Villel
44265,Vinaceite,Teruel,Vinaceite
44266,Visiedo,Teruel,Visiedo
44267,Vivel del Río Martín,Teruel,Vivel del Río Martín
44268,La Zoma,Teruel,"Zoma, La"
45001,Ajofrín,Toledo,Ajofrín
45002,Alameda de la Sagra,Toledo,Alameda de la Sagra
45003,Albarreal de Tajo,Toledo,Albarreal de Tajo
45004,Alcabón,Toledo,Alcabón
45005,Alcañizo,Toledo,Alcañizo
45006,Alcaudete de la Jara,Toledo,Alcaudete de la Jara
45007,Alcolea de Tajo,Toledo,Alcolea de Tajo
45008,Aldea en Cabo,Toledo,Aldea en Cabo
45009,Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya
45010,Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé
45011,Almendral de la Cañada,Toledo,Almendral de la Cañada
45012,Almonacid de Toledo,Toledo,Almonacid de Toledo
45013,Almorox,Toledo,Almorox
45014,Añover de Tajo,Toledo,Añover de Tajo
45015,Arcicóllar,Toledo,Arcicóllar
45016,Argés,Toledo,Argés
45017,Azután,Toledo,Azután
45018,Barcience,Toledo,Barcience
45019,Bargas,Toledo,Bargas
45020,Belvís de la Jara,Toledo,Belvís de la Jara
45021,Borox,Toledo,Borox
45022,Buenaventura,Toledo,Buenaventura
45023,Burguillos de Toledo,Toledo,Burguillos de Toledo
45024,Burujón,Toledo,Burujón
45025,Cabañas de la Sagra,Toledo,Cabañas de la Sagra
45026,Cabañas de Yepes,Toledo,Cabañas de Yepes
45027,Cabezamesada,Toledo,Cabezamesada
45028,Calera y Chozas,Toledo,Calera y Chozas
45029,Caleruela,Toledo,Caleruela
45030,Calzada de Oropesa,Toledo,Calzada de Oropesa
45031,Camarena,Toledo,Camarena
45032,Camarenilla,Toledo,Camarenilla
45033,El Campillo de la Jara,Toledo,"Campillo de la Jara, El"
45034,Camuñas,Toledo,Camuñas
45035,Cardiel de los Montes,Toledo,Cardiel de los Montes
45036,Carmena,Toledo,Carmena
45037,El Carpio de Tajo,Toledo,"Carpio de Tajo, El"
45038,Carranque,Toledo,Carranque
45039,Carriches,Toledo,Carriches
45040,El Casar de Escalona,Toledo,"Casar de Escalona, El"
45041,Casarrubios del Monte,Toledo,Casarrubios del Monte
45042,Casasbuenas,Toledo,Casasbuenas
45043,Castillo de Bayuela,Toledo,Castillo de Bayuela
45045,Cazalegas,Toledo,Cazalegas
45046,Cebolla,Toledo,Cebolla
45047,Cedillo del Condado,Toledo,Cedillo del Condado
45048,Los Cerralbos,Toledo,"Cerralbos, Los"
45049,Cervera de los Montes,Toledo,Cervera de los Montes
45056,Chozas de Canales,Toledo,Chozas de Canales
45057,Chueca,Toledo,Chueca
45050,Ciruelos,Toledo,Ciruelos
45051,Cobeja,Toledo,Cobeja
45052,Cobisa,Toledo,Cobisa
45053,Consuegra,Toledo,Consuegra
45054,Corral de Almaguer,Toledo,Corral de Almaguer
45055,Cuerva,Toledo,Cuerva
45058,Domingo Pérez,Toledo,Domingo Pérez
45059,Dosbarrios,Toledo,Dosbarrios
45060,Erustes,Toledo,Erustes
45061,Escalona,Toledo,Escalona
45062,Escalonilla,Toledo,Escalonilla
45063,Espinoso del Rey,Toledo,Espinoso del Rey
45064,Esquivias,Toledo,Esquivias
45065,La Estrella,Toledo,"Estrella, La"
45066,Fuensalida,Toledo,Fuensalida
45067,Gálvez,Toledo,Gálvez
45068,Garciotum,Toledo,Garciotum
45069,Gerindote,Toledo,Gerindote
45070,Guadamur,Toledo,Guadamur
45071,La Guardia,Toledo,"Guardia, La"
45072,Las Herencias,Toledo,"Herencias, Las"
45073,Herreruela de Oropesa,Toledo,Herreruela de Oropesa
45074,Hinojosa de San Vicente,Toledo,Hinojosa de San Vicente
45075,Hontanar,Toledo,Hontanar
45076,Hormigos,Toledo,Hormigos
45077,Huecas,Toledo,Huecas
45078,Huerta de Valdecarábanos,Toledo,Huerta de Valdecarábanos
45079,La Iglesuela del Tiétar,Toledo,"Iglesuela del Tiétar, La"
45080,Illán de Vacas,Toledo,Illán de Vacas
45081,Illescas,Toledo,Illescas
45082,Lagartera,Toledo,Lagartera
45083,Layos,Toledo,Layos
45084,Lillo,Toledo,Lillo
45085,Lominchar,Toledo,Lominchar
45086,Lucillos,Toledo,Lucillos
45087,Madridejos,Toledo,Madridejos
45088,Magán,Toledo,Magán
45089,Malpica de Tajo,Toledo,Malpica de Tajo
45090,Manzaneque,Toledo,Manzaneque
45091,Maqueda,Toledo,Maqueda
45092,Marjaliza,Toledo,Marjaliza
45093,Marrupe,Toledo,Marrupe
45094,Mascaraque,Toledo,Mascaraque
45095,La Mata,Toledo,"Mata, La"
45096,Mazarambroz,Toledo,Mazarambroz
45097,Mejorada,Toledo,Mejorada
45098,Menasalbas,Toledo,Menasalbas
45099,Méntrida,Toledo,Méntrida
45100,Mesegar de Tajo,Toledo,Mesegar de Tajo
45101,Miguel Esteban,Toledo,Miguel Esteban
45102,Mocejón,Toledo,Mocejón
45103,Mohedas de la Jara,Toledo,Mohedas de la Jara
45104,Montearagón,Toledo,Montearagón
45105,Montesclaros,Toledo,Montesclaros
45106,Mora,Toledo,Mora
45107,Nambroca,Toledo,Nambroca
45108,La Nava de Ricomalillo,Toledo,"Nava de Ricomalillo, La"
45109,Navahermosa,Toledo,Navahermosa
45110,Navalcán,Toledo,Navalcán
45111,Navalmoralejo,Toledo,Navalmoralejo
45112,Los Navalmorales,Toledo,"Navalmorales, Los"
45113,Los Navalucillos,Toledo,"Navalucillos, Los"
45114,Navamorcuende,Toledo,Navamorcuende
45115,Noblejas,Toledo,Noblejas
45116,Noez,Toledo,Noez
45117,Nombela,Toledo,Nombela
45118,Novés,Toledo,Novés
45119,Numancia de la Sagra,Toledo,Numancia de la Sagra
45120,Nuño Gómez,Toledo,Nuño Gómez
45121,Ocaña,Toledo,Ocaña
45122,Olías del Rey,Toledo,Olías del Rey
45123,Ontígola,Toledo,Ontígola
45124,Orgaz,Toledo,Orgaz
45125,Oropesa,Toledo,Oropesa
45126,Otero,Toledo,Otero
45127,Palomeque,Toledo,Palomeque
45128,Pantoja,Toledo,Pantoja
45129,Paredes de Escalona,Toledo,Paredes de Escalona
45130,Parrillas,Toledo,Parrillas
45131,Pelahustán,Toledo,Pelahustán
45132,Pepino,Toledo,Pepino
45133,Polán,Toledo,Polán
45134,Portillo de Toledo,Toledo,Portillo de Toledo
45135,La Puebla de Almoradiel,Toledo,"Puebla de Almoradiel, La"
45136,La Puebla de Montalbán,Toledo,"Puebla de Montalbán, La"
45137,La Pueblanueva,Toledo,"Pueblanueva, La"
45138,El Puente del Arzobispo,Toledo,"Puente del Arzobispo, El"
45139,Puerto de San Vicente,Toledo,Puerto de San Vicente
45140,Pulgar,Toledo,Pulgar
45141,Quero,Toledo,Quero
45142,Quintanar de la Orden,Toledo,Quintanar de la Orden
45143,Quismondo,Toledo,Quismondo
45144,El Real de San Vicente,Toledo,"Real de San Vicente, El"
45145,Recas,Toledo,Recas
45146,Retamoso de la Jara,Toledo,Retamoso de la Jara
45147,Rielves,Toledo,Rielves
45148,Robledo del Mazo,Toledo,Robledo del Mazo
45149,El Romeral,Toledo,"Romeral, El"
45150,San Bartolomé de las Abiertas,Toledo,San Bartolomé de las Abiertas
45151,San Martín de Montalbán,Toledo,San Martín de Montalbán
45152,San Martín de Pusa,Toledo,San Martín de Pusa
45153,San Pablo de los Montes,Toledo,San Pablo de los Montes
45154,San Román de los Montes,Toledo,San Román de los Montes
45155,Santa Ana de Pusa,Toledo,Santa Ana de Pusa
45156,Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza
45157,Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar
45158,Santa Olalla,Toledo,Santa Olalla
45901,Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla
45159,Sartajada,Toledo,Sartajada
45160,Segurilla,Toledo,Segurilla
45161,Seseña,Toledo,Seseña
45162,Sevilleja de la Jara,Toledo,Sevilleja de la Jara
45163,Sonseca,Toledo,Sonseca
45164,Sotillo de las Palomas,Toledo,Sotillo de las Palomas
45165,Talavera de la Reina,Toledo,Talavera de la Reina
45166,Tembleque,Toledo,Tembleque
45167,El Toboso,Toledo,"Toboso, El"
45168,Toledo,Toledo,Toledo
45169,Torralba de Oropesa,Toledo,Torralba de Oropesa
45171,La Torre de Esteban Hambrán,Toledo,"Torre de Esteban Hambrán, La"
45170,Torrecilla de la Jara,Toledo,Torrecilla de la Jara
45172,Torrico,Toledo,Torrico
45173,Torrijos,Toledo,Torrijos
45174,Totanés,Toledo,Totanés
45175,Turleque,Toledo,Turleque
45176,Ugena,Toledo,Ugena
45177,Urda,Toledo,Urda
45179,Valdeverdeja,Toledo,Valdeverdeja
45180,Valmojado,Toledo,Valmojado
45181,Velada,Toledo,Velada
45182,Las Ventas con Peña Aguilera,Toledo,"Ventas con Peña Aguilera, Las"
45183,Las Ventas de Retamosa,Toledo,"Ventas de Retamosa, Las"
45184,Las Ventas de San Julián,Toledo,"Ventas de San Julián, Las"
45186,La Villa de Don Fadrique,Toledo,"Villa de Don Fadrique, La"
45185,Villacañas,Toledo,Villacañas
45187,Villafranca de los Caballeros,Toledo,Villafranca de los Caballeros
45188,Villaluenga de la Sagra,Toledo,Villaluenga de la Sagra
45189,Villamiel de Toledo,Toledo,Villamiel de Toledo
45190,Villaminaya,Toledo,Villaminaya
45191,Villamuelas,Toledo,Villamuelas
45192,Villanueva de Alcardete,Toledo,Villanueva de Alcardete
45193,Villanueva de Bogas,Toledo,Villanueva de Bogas
45194,Villarejo de Montalbán,Toledo,Villarejo de Montalbán
45195,Villarrubia de Santiago,Toledo,Villarrubia de Santiago
45196,Villaseca de la Sagra,Toledo,Villaseca de la Sagra
45197,Villasequilla,Toledo,Villasequilla
45198,Villatobas,Toledo,Villatobas
45199,El Viso de San Juan,Toledo,"Viso de San Juan, El"
45200,Los Yébenes,Toledo,"Yébenes, Los"
45201,Yeles,Toledo,Yeles
45202,Yepes,Toledo,Yepes
45203,Yuncler,Toledo,Yuncler
45204,Yunclillos,Toledo,Yunclillos
45205,Yuncos,Toledo,Yuncos
46001,Ademuz,Valencia,Ademuz
46002,Ador,Valencia,Ador
46004,Agullent,Valencia,Agullent
46042,Aielo de Malferit,Valencia,Aielo de Malferit
46043,Aielo de Rugat,Valencia,Aielo de Rugat
46005,Alaquàs,Valencia,Alaquàs
46006,Albaida,Valencia,Albaida
46007,Albal,Valencia,Albal
46008,Albalat de la Ribera,Valencia,Albalat de la Ribera
46009,Albalat dels Sorells,Valencia,Albalat dels Sorells
46010,Albalat dels Tarongers,Valencia,Albalat dels Tarongers
46011,Alberic,Valencia,Alberic
46012,Alborache,Valencia,Alborache
46013,Alboraia,Valencia,Alboraia/Alboraya
46014,Albuixech,Valencia,Albuixech
46016,Alcàntera de Xúquer,Valencia,Alcàntera de Xúquer
46015,Alcàsser,Valencia,Alcàsser
46018,Alcublas,Valencia,Alcublas
46020,l'Alcúdia de Crespins,Valencia,"Alcúdia de Crespins, l'"
46019,l'Alcúdia,Valencia,"Alcúdia, l'"
46021,Aldaia,Valencia,Aldaia
46022,Alfafar,Valencia,Alfafar
46024,Alfara de la Baronia,Valencia,Alfara de la Baronia
46025,Alfara del Patriarca,Valencia,Alfara del Patriarca
46026,Alfarb,Valencia,Alfarb
46027,Alfarrasí,Valencia,Alfarrasí
46023,Alfauir,Valencia,Alfauir
46028,Algar de Palància,Valencia,Algar de Palància
46029,Algemesí,Valencia,Algemesí
46030,Algímia d'Alfara,Valencia,Algímia d'Alfara
46031,Alginet,Valencia,Alginet
46032,Almàssera,Valencia,Almàssera
46033,Almiserà,Valencia,Almiserà
46034,Almoines,Valencia,Almoines
46035,Almussafes,Valencia,Almussafes
46036,Alpuente,Valencia,Alpuente
46037,l'Alqueria de la Comtessa,Valencia,"Alqueria de la Comtessa, l'"
46017,Alzira,Valencia,Alzira
46038,Andilla,Valencia,Andilla
46039,Anna,Valencia,Anna
46040,Antella,Valencia,Antella
46041,Aras de los Olmos,Valencia,Aras de los Olmos
46003,Atzeneta d'Albaida,Valencia,Atzeneta d'Albaida
46044,Ayora,Valencia,Ayora
46046,Barx,Valencia,Barx
46045,Barxeta,Valencia,Barxeta
46047,Bèlgida,Valencia,Bèlgida
46048,Bellreguard,Valencia,Bellreguard
46049,Bellús,Valencia,Bellús
46050,Benagéber,Valencia,Benagéber
46051,Benaguasil,Valencia,Benaguasil
46052,Benavites,Valencia,Benavites
46053,Beneixida,Valencia,Beneixida
46054,Benetússer,Valencia,Benetússer
46055,Beniarjó,Valencia,Beniarjó
46056,Beniatjar,Valencia,Beniatjar
46057,Benicolet,Valencia,Benicolet
46904,Benicull de Xúquer,Valencia,Benicull de Xúquer
46060,Benifaió,Valencia,Benifaió
46059,Benifairó de la Valldigna,Valencia,Benifairó de la Valldigna
46058,Benifairó de les Valls,Valencia,Benifairó de les Valls
46061,Beniflá,Valencia,Beniflá
46062,Benigànim,Valencia,Benigànim
46063,Benimodo,Valencia,Benimodo
46064,Benimuslem,Valencia,Benimuslem
46065,Beniparrell,Valencia,Beniparrell
46066,Benirredrà,Valencia,Benirredrà
46067,Benissanó,Valencia,Benissanó
46068,Benissoda,Valencia,Benissoda
46069,Benissuera,Valencia,Benissuera
46070,Bétera,Valencia,Bétera
46071,Bicorp,Valencia,Bicorp
46072,Bocairent,Valencia,Bocairent
46073,Bolbaite,Valencia,Bolbaite
46074,Bonrepòs i Mirambell,Valencia,Bonrepòs i Mirambell
46075,Bufali,Valencia,Bufali
46076,Bugarra,Valencia,Bugarra
46077,Buñol,Valencia,Buñol
46078,Burjassot,Valencia,Burjassot
46079,Calles,Valencia,Calles
46080,Camporrobles,Valencia,Camporrobles
46081,Canals,Valencia,Canals
46082,Canet d'En Berenguer,Valencia,Canet d'En Berenguer
46083,Carcaixent,Valencia,Carcaixent
46084,Càrcer,Valencia,Càrcer
46085,Carlet,Valencia,Carlet
46086,Carrícola,Valencia,Carrícola
46087,Casas Altas,Valencia,Casas Altas
46088,Casas Bajas,Valencia,Casas Bajas
46089,Casinos,Valencia,Casinos
46257,Castelló,Valencia,Castelló
46090,Castelló de Rugat,Valencia,Castelló de Rugat
46091,Castellonet de la Conquesta,Valencia,Castellonet de la Conquesta
46092,Castielfabib,Valencia,Castielfabib
46093,Catadau,Valencia,Catadau
46094,Catarroja,Valencia,Catarroja
46095,Caudete de las Fuentes,Valencia,Caudete de las Fuentes
46096,Cerdà,Valencia,Cerdà
46107,Chella,Valencia,Chella
46106,Chelva,Valencia,Chelva
46108,Chera,Valencia,Chera
46109,Cheste,Valencia,Cheste
46111,Chiva,Valencia,Chiva
46112,Chulilla,Valencia,Chulilla
46097,Cofrentes,Valencia,Cofrentes
46098,Corbera,Valencia,Corbera
46099,Cortes de Pallás,Valencia,Cortes de Pallás
46100,Cotes,Valencia,Cotes
46105,Cullera,Valencia,Cullera
46113,Daimús,Valencia,Daimús
46114,Domeño,Valencia,Domeño
46115,Dos Aguas,Valencia,Dos Aguas
46116,l'Eliana,Valencia,"Eliana, l'"
46117,Emperador,Valencia,Emperador
46118,Enguera,Valencia,Enguera
46119,l'Énova,Valencia,"Énova, l'"
46120,Estivella,Valencia,Estivella
46121,Estubeny,Valencia,Estubeny
46122,Faura,Valencia,Faura
46123,Favara,Valencia,Favara
46126,Foios,Valencia,Foios
46128,la Font de la Figuera,Valencia,"Font de la Figuera, la"
46127,la Font d'en Carròs,Valencia,"Font d'en Carròs, la"
46124,Fontanars dels Alforins,Valencia,Fontanars dels Alforins
46125,Fortaleny,Valencia,Fortaleny
46129,Fuenterrobles,Valencia,Fuenterrobles
46131,Gandia,Valencia,Gandia
46902,Gátova,Valencia,Gátova
46130,Gavarda,Valencia,Gavarda
46132,el Genovés,Valencia,"Genovés, el"
46133,Gestalgar,Valencia,Gestalgar
46134,Gilet,Valencia,Gilet
46135,Godella,Valencia,Godella
46136,Godelleta,Valencia,Godelleta
46137,la Granja de la Costera,Valencia,"Granja de la Costera, la"
46138,Guadasséquies,Valencia,Guadasséquies
46139,Guadassuar,Valencia,Guadassuar
46140,Guardamar de la Safor,Valencia,Guardamar de la Safor
46141,Higueruelas,Valencia,Higueruelas
46142,Jalance,Valencia,Jalance
46144,Jarafuel,Valencia,Jarafuel
46154,Llanera de Ranes,Valencia,Llanera de Ranes
46155,Llaurí,Valencia,Llaurí
46147,Llíria,Valencia,Llíria
46152,Llocnou de la Corona,Valencia,Llocnou de la Corona
46153,Llocnou de Sant Jeroni,Valencia,Llocnou de Sant Jeroni
46151,Llocnou d'En Fenollet,Valencia,Llocnou d'En Fenollet
46156,Llombai,Valencia,Llombai
46157,la Llosa de Ranes,Valencia,"Llosa de Ranes, la"
46150,Llutxent,Valencia,Llutxent
46148,Loriguilla,Valencia,Loriguilla
46149,Losa del Obispo,Valencia,Losa del Obispo
46158,Macastre,Valencia,Macastre
46159,Manises,Valencia,Manises
46160,Manuel,Valencia,Manuel
46161,Marines,Valencia,Marines
46162,Massalavés,Valencia,Massalavés
46163,Massalfassar,Valencia,Massalfassar
46164,Massamagrell,Valencia,Massamagrell
